b:tnow in s;m:u in p.u.
25.368896;0.867809
25.369896;0.867809
25.370896;0.867809
25.371896;0.867810
25.372896;0.867810
25.373896;0.867811
25.374896;0.867811
25.375896;0.867811
25.376896;0.867812
25.377896;0.867813
25.378896;0.867813
25.379896;0.867813
25.380896;0.867814
25.381896;0.867815
25.382896;0.867815
25.383896;0.867815
25.384896;0.867816
25.385896;0.867817
25.386896;0.867817
25.387896;0.867818
25.388896;0.867818
25.389896;0.867818
25.390896;0.867819
25.391896;0.867819
25.392896;0.867820
25.393896;0.867821
25.394896;0.867821
25.395896;0.867822
25.396896;0.867822
25.397896;0.867822
25.398896;0.867823
25.399896;0.867823
25.400896;0.867824
25.401896;0.867824
25.402896;0.867824
25.403896;0.867825
25.404896;0.867825
25.405896;0.867826
25.406896;0.867826
25.407896;0.867827
25.408896;0.867827
25.409896;0.867828
25.410896;0.867829
25.411896;0.867828
25.412896;0.867829
25.413896;0.867830
25.414896;0.867830
25.415896;0.867831
25.416896;0.867831
25.417896;0.867831
25.418896;0.867832
25.419896;0.867833
25.420896;0.867833
25.421896;0.867833
25.422896;0.867834
25.423896;0.867834
25.424896;0.867835
25.425896;0.867835
25.426896;0.867835
25.427896;0.867836
25.428896;0.867836
25.429896;0.867836
25.430896;0.867837
25.431896;0.867837
25.432896;0.867838
25.433896;0.867839
25.434896;0.867839
25.435896;0.867839
25.436896;0.867840
25.437896;0.867841
25.438896;0.867841
25.439896;0.867841
25.440896;0.867842
25.441896;0.867843
25.442896;0.867843
25.443896;0.867844
25.444896;0.867844
25.445896;0.867844
25.446896;0.867845
25.447896;0.867846
25.448896;0.867846
25.449896;0.867847
25.450896;0.867847
25.451896;0.867848
25.452896;0.867848
25.453896;0.867849
25.454896;0.867849
25.455896;0.867849
25.456896;0.867850
25.457896;0.867850
25.458896;0.867851
25.459896;0.867851
25.460896;0.867852
25.461896;0.867852
25.462896;0.867853
25.463896;0.867824
25.464896;0.867824
25.465896;0.867827
25.466896;0.867832
25.467896;0.867833
25.468896;0.867834
25.469896;0.867835
25.470896;0.867834
25.471896;0.867833
25.472896;0.867833
25.473896;0.867833
25.474896;0.867832
25.475896;0.867832
25.476896;0.867832
25.477896;0.867831
25.478896;0.867831
25.479896;0.867831
25.480896;0.867831
25.481896;0.867831
25.482896;0.867831
25.483896;0.867831
25.484896;0.867831
25.485896;0.867831
25.486896;0.867832
25.487896;0.867832
25.488896;0.867832
25.489896;0.867833
25.490896;0.867833
25.491896;0.867833
25.492896;0.867833
25.493896;0.867834
25.494896;0.867834
25.495896;0.867834
25.496896;0.867835
25.497896;0.867836
25.498896;0.867836
25.499896;0.867836
25.500896;0.867837
25.501896;0.867837
25.502896;0.867837
25.503896;0.867838
25.504896;0.867838
25.505896;0.867838
25.506896;0.867838
25.507896;0.867839
25.508896;0.867839
25.509896;0.867839
25.510896;0.867839
25.511896;0.867839
25.512896;0.867839
25.513896;0.867839
25.514896;0.867839
25.515896;0.867840
25.516896;0.867840
25.517896;0.867840
25.518896;0.867840
25.519896;0.867840
25.520896;0.867841
25.521896;0.867840
25.522896;0.867840
25.523896;0.867841
25.524896;0.867841
25.525896;0.867841
25.526896;0.867842
25.527896;0.867842
25.528896;0.867842
25.529896;0.867842
25.530896;0.867842
25.531896;0.867842
25.532896;0.867842
25.533896;0.867842
25.534896;0.867843
25.535896;0.867843
25.536896;0.867843
25.537896;0.867842
25.538896;0.867842
25.539896;0.867842
25.540896;0.867842
25.541896;0.867842
25.542896;0.867843
25.543896;0.867843
25.544896;0.867843
25.545896;0.867843
25.546896;0.867843
25.547896;0.867843
25.548896;0.867844
25.549896;0.867843
25.550896;0.867843
25.551896;0.867844
25.552896;0.867844
25.553896;0.867844
25.554896;0.867844
25.555896;0.867844
25.556896;0.867844
25.557896;0.867844
25.558896;0.867844
25.559896;0.867844
25.560896;0.867844
25.561896;0.867845
25.562896;0.867845
25.563896;0.867845
25.564896;0.867844
25.565896;0.867844
25.566896;0.867844
25.567896;0.867844
25.568896;0.867844
25.569896;0.867844
25.570896;0.867844
25.571896;0.867844
25.572896;0.867844
25.573896;0.867844
25.574896;0.867844
25.575896;0.867845
25.576896;0.867844
25.577896;0.867844
25.578896;0.867845
25.579896;0.867845
25.580896;0.867845
25.581896;0.867845
25.582896;0.867845
25.583896;0.867845
25.584896;0.867845
25.585896;0.867845
25.586896;0.867845
25.587896;0.867845
25.588896;0.867845
25.589896;0.867845
25.590896;0.867845
25.591896;0.867844
25.592896;0.867844
25.593896;0.867844
25.594896;0.867844
25.595896;0.867844
25.596896;0.867844
25.597896;0.867844
25.598896;0.867844
25.599896;0.867844
25.600896;0.867844
25.601896;0.867843
25.602896;0.867844
25.603896;0.867844
25.604896;0.867843
25.605896;0.867844
25.606896;0.867844
25.607896;0.867844
25.608896;0.867844
25.609896;0.867844
25.610896;0.867844
25.611896;0.867844
25.612896;0.867844
25.613896;0.867844
25.614896;0.867844
25.615896;0.867844
25.616896;0.867844
25.617896;0.867844
25.618896;0.867844
25.619896;0.867844
25.620896;0.867844
25.621896;0.867844
25.622896;0.867844
25.623896;0.867844
25.624896;0.867844
25.625896;0.867844
25.626896;0.867844
25.627896;0.867844
25.628896;0.867844
25.629896;0.867844
25.630896;0.867843
25.631896;0.867844
25.632896;0.867844
25.633896;0.867844
25.634896;0.867844
25.635896;0.867844
25.636896;0.867844
25.637896;0.867845
25.638896;0.867844
25.639896;0.867844
25.640896;0.867845
25.641896;0.867845
25.642896;0.867845
25.643896;0.867845
25.644896;0.867845
25.645896;0.867845
25.646896;0.867845
25.647896;0.867845
25.648896;0.867845
25.649896;0.867845
25.650896;0.867845
25.651896;0.867845
25.652896;0.867845
25.653896;0.867845
25.654896;0.867845
25.655896;0.867845
25.656896;0.867845
25.657896;0.867845
25.658896;0.867845
25.659896;0.867845
25.660896;0.867846
25.661896;0.867846
25.662896;0.867845
25.663896;0.867846
25.664896;0.867846
25.665896;0.867846
25.666896;0.867846
25.667896;0.867846
25.668896;0.867846
25.669896;0.867846
25.670896;0.867846
25.671896;0.867846
25.672896;0.867846
25.673896;0.867846
25.674896;0.867846
25.675896;0.867846
25.676896;0.867846
25.677896;0.867846
25.678896;0.867846
25.679896;0.867846
25.680896;0.867846
25.681896;0.867846
25.682896;0.867846
25.683896;0.867846
25.684896;0.867846
25.685896;0.867846
25.686896;0.867846
25.687896;0.867846
25.688896;0.867847
25.689896;0.867847
25.690896;0.867847
25.691896;0.867847
25.692896;0.867847
25.693896;0.867847
25.694896;0.867847
25.695896;0.867848
25.696896;0.867848
25.697896;0.867848
25.698896;0.867848
25.699896;0.867848
25.700896;0.867849
25.701896;0.867849
25.702896;0.867849
25.703896;0.867849
25.704896;0.867849
25.705896;0.867849
25.706896;0.867849
25.707896;0.867850
25.708896;0.867850
25.709896;0.867850
25.710896;0.867850
25.711896;0.867850
25.712896;0.867851
25.713896;0.867850
25.714896;0.867851
25.715896;0.867851
25.716896;0.867851
25.717896;0.867852
25.718896;0.867852
25.719896;0.867852
25.720896;0.867853
25.721896;0.867853
25.722896;0.867853
25.723896;0.867853
25.724896;0.867854
25.725896;0.867854
25.726896;0.867854
25.727896;0.867855
25.728896;0.867855
25.729896;0.867855
25.730896;0.867855
25.731896;0.867855
25.732896;0.867855
25.733896;0.867856
25.734896;0.867856
25.735896;0.867856
25.736896;0.867857
25.737896;0.867857
25.738896;0.867857
25.739896;0.867857
25.740896;0.867857
25.741896;0.867858
25.742896;0.867858
25.743896;0.867859
25.744896;0.867859
25.745896;0.867859
25.746896;0.867859
25.747896;0.867860
25.748896;0.867860
25.749896;0.867860
25.750896;0.867861
25.751896;0.867861
25.752896;0.867861
25.753896;0.867861
25.754896;0.867862
25.755896;0.867862
25.756896;0.867863
25.757896;0.867863
25.758896;0.867863
25.759896;0.867863
25.760896;0.867863
25.761896;0.867864
25.762896;0.867864
25.763896;0.867864
25.764896;0.867865
25.765896;0.867865
25.766896;0.867865
25.767896;0.867866
25.768896;0.867865
25.769896;0.867866
25.770896;0.867866
25.771896;0.867866
25.772896;0.867867
25.773896;0.867868
25.774896;0.867868
25.775896;0.867868
25.776896;0.867869
25.777896;0.867869
25.778896;0.867870
25.779896;0.867870
25.780896;0.867870
25.781896;0.867871
25.782896;0.867871
25.783896;0.867872
25.784896;0.867872
25.785896;0.867873
25.786896;0.867873
25.787896;0.867873
25.788896;0.867874
25.789896;0.867874
25.790896;0.867875
25.791896;0.867875
25.792896;0.867876
25.793896;0.867876
25.794896;0.867877
25.795896;0.867877
25.796896;0.867877
25.797896;0.867877
25.798896;0.867878
25.799896;0.867879
25.800896;0.867879
25.801896;0.867880
25.802896;0.867880
25.803896;0.867881
25.804896;0.867881
25.805896;0.867882
25.806896;0.867882
25.807896;0.867883
25.808896;0.867883
25.809896;0.867884
25.810896;0.867884
25.811896;0.867885
25.812896;0.867885
25.813896;0.867886
25.814896;0.867886
25.815896;0.867886
25.816896;0.867887
25.817896;0.867887
25.818896;0.867888
25.819896;0.867888
25.820896;0.867889
25.821896;0.867889
25.822896;0.867890
25.823896;0.867890
25.824896;0.867891
25.825896;0.867891
25.826896;0.867891
25.827896;0.867892
25.828896;0.867893
25.829896;0.867893
25.830896;0.867894
25.831896;0.867894
25.832896;0.867894
25.833896;0.867895
25.834896;0.867895
25.835896;0.867896
25.836896;0.867896
25.837896;0.867897
25.838896;0.867897
25.839896;0.867898
25.840896;0.867899
25.841896;0.867899
25.842896;0.867899
25.843896;0.867900
25.844896;0.867900
25.845896;0.867901
25.846896;0.867901
25.847896;0.867902
25.848896;0.867902
25.849896;0.867903
25.850896;0.867903
25.851896;0.867903
25.852896;0.867904
25.853896;0.867904
25.854896;0.867905
25.855896;0.867906
25.856896;0.867906
25.857896;0.867906
25.858896;0.867907
25.859896;0.867908
25.860896;0.867908
25.861896;0.867909
25.862896;0.867909
25.863896;0.867910
25.864896;0.867910
25.865896;0.867911
25.866896;0.867911
25.867896;0.867913
25.868896;0.867913
25.869896;0.867913
25.870896;0.867914
25.871896;0.867915
25.872896;0.867915
25.873896;0.867916
25.874896;0.867916
25.875896;0.867917
25.876896;0.867917
25.877896;0.867918
25.878896;0.867919
25.879896;0.867919
25.880896;0.867919
25.881896;0.867920
25.882896;0.867920
25.883896;0.867921
25.884896;0.867922
25.885896;0.867922
25.886896;0.867923
25.887896;0.867923
25.888896;0.867924
25.889896;0.867925
25.890896;0.867925
25.891896;0.867926
25.892896;0.867926
25.893896;0.867927
25.894896;0.867927
25.895896;0.867928
25.896896;0.867929
25.897896;0.867930
25.898896;0.867930
25.899896;0.867930
25.900896;0.867931
25.901896;0.867931
25.902896;0.867932
25.903896;0.867932
25.904896;0.867933
25.905896;0.867934
25.906896;0.867934
25.907896;0.867935
25.908896;0.867934
25.909896;0.867936
25.910896;0.867936
25.911896;0.867936
25.912896;0.867937
25.913896;0.867938
25.914896;0.867938
25.915896;0.867939
25.916896;0.867939
25.917896;0.867939
25.918896;0.867940
25.919896;0.867940
25.920896;0.867941
25.921896;0.867942
25.922896;0.867942
25.923896;0.867943
25.924896;0.867943
25.925896;0.867944
25.926896;0.867944
25.927896;0.867945
25.928896;0.867945
25.929896;0.867946
25.930896;0.867946
25.931896;0.867946
25.932896;0.867947
25.933896;0.867948
25.934896;0.867947
25.935896;0.867948
25.936896;0.867948
25.937896;0.867949
25.938896;0.867950
25.939896;0.867950
25.940896;0.867950
25.941896;0.867951
25.942896;0.867951
25.943896;0.867952
25.944896;0.867952
25.945896;0.867953
25.946896;0.867954
25.947896;0.867954
25.948896;0.867954
25.949896;0.867955
25.950896;0.867955
25.951896;0.867956
25.952896;0.867957
25.953896;0.867957
25.954896;0.867958
25.955896;0.867958
25.956896;0.867959
25.957896;0.867959
25.958896;0.867960
25.959896;0.867960
25.960896;0.867961
25.961896;0.867961
25.962896;0.867962
25.963896;0.867962
25.964896;0.867963
25.965896;0.867963
25.966896;0.867963
25.967896;0.867964
25.968896;0.867965
25.969896;0.867965
25.970896;0.867966
25.971896;0.867966
25.972896;0.867966
25.973896;0.867967
25.974896;0.867967
25.975896;0.867968
25.976896;0.867969
25.977896;0.867969
25.978896;0.867970
25.979896;0.867971
25.980896;0.867971
25.981896;0.867971
25.982896;0.867972
25.983896;0.867972
25.984896;0.867973
25.985896;0.867973
25.986896;0.867973
25.987896;0.867974
25.988896;0.867974
25.989896;0.867975
25.990896;0.867975
25.991896;0.867976
25.992896;0.867976
25.993896;0.867976
25.994896;0.867977
25.995896;0.867977
25.996896;0.867977
25.997896;0.867978
25.998896;0.867978
25.999896;0.867979
26.000896;0.867979
26.001896;0.867980
26.002896;0.867980
26.003896;0.867980
26.004896;0.867981
26.005896;0.867982
26.006896;0.867982
26.007896;0.867982
26.008896;0.867983
26.009896;0.867983
26.010896;0.867984
26.011896;0.867984
26.012896;0.867984
26.013896;0.867985
26.014896;0.867985
26.015896;0.867985
26.016896;0.867986
26.017896;0.867986
26.018896;0.867986
26.019896;0.867986
26.020896;0.867987
26.021896;0.867987
26.022896;0.867988
26.023896;0.867988
26.024896;0.867988
26.025896;0.867988
26.026896;0.867989
26.027896;0.867989
26.028896;0.867989
26.029896;0.867990
26.030896;0.867990
26.031896;0.867990
26.032896;0.867991
26.033896;0.867991
26.034896;0.867992
26.035896;0.867992
26.036896;0.867992
26.037896;0.867993
26.038896;0.867993
26.039896;0.867993
26.040896;0.867994
26.041896;0.867994
26.042896;0.867994
26.043896;0.867995
26.044896;0.867995
26.045896;0.867995
26.046896;0.867995
26.047896;0.867996
26.048896;0.867996
26.049896;0.867996
26.050896;0.867997
26.051896;0.867997
26.052896;0.867997
26.053896;0.867998
26.054896;0.867998
26.055896;0.867998
26.056896;0.867999
26.057896;0.867999
26.058896;0.867999
26.059896;0.868000
26.060896;0.868000
26.061896;0.868001
26.062896;0.868001
26.063896;0.868001
26.064896;0.868002
26.065896;0.868002
26.066896;0.868002
26.067896;0.868003
26.068896;0.868003
26.069896;0.868003
26.070896;0.868004
26.071896;0.868004
26.072896;0.868004
26.073896;0.868004
26.074896;0.868005
26.075896;0.868005
26.076896;0.868005
26.077896;0.868006
26.078896;0.868006
26.079896;0.868006
26.080896;0.868007
26.081896;0.868007
26.082896;0.868007
26.083896;0.868008
26.084896;0.868008
26.085896;0.868008
26.086896;0.868008
26.087896;0.868009
26.088896;0.868009
26.089896;0.868010
26.090896;0.868010
26.091896;0.868010
26.092896;0.868011
26.093896;0.868011
26.094896;0.868011
26.095896;0.868011
26.096896;0.868012
26.097896;0.868012
26.098896;0.868012
26.099896;0.868013
26.100896;0.868012
26.101896;0.868013
26.102896;0.868013
26.103896;0.868014
26.104896;0.868014
26.105896;0.868014
26.106896;0.868015
26.107896;0.868015
26.108896;0.868015
26.109896;0.868015
26.110896;0.868015
26.111896;0.868016
26.112896;0.868016
26.113896;0.868016
26.114896;0.868016
26.115896;0.868017
26.116896;0.868017
26.117896;0.868017
26.118896;0.868018
26.119896;0.868018
26.120896;0.868018
26.121896;0.868018
26.122896;0.868018
26.123896;0.868019
26.124896;0.868019
26.125896;0.868019
26.126896;0.868020
26.127896;0.868019
26.128896;0.868020
26.129896;0.868019
26.130896;0.868020
26.131896;0.868020
26.132896;0.868020
26.133896;0.868021
26.134896;0.868021
26.135896;0.868021
26.136896;0.868021
26.137896;0.868021
26.138896;0.868021
26.139896;0.868022
26.140896;0.868022
26.141896;0.868022
26.142896;0.868022
26.143896;0.868022
26.144896;0.868023
26.145896;0.868023
26.146896;0.868023
26.147896;0.868024
26.148896;0.868024
26.149896;0.868024
26.150896;0.868024
26.151896;0.868024
26.152896;0.868024
26.153896;0.868025
26.154896;0.868025
26.155896;0.868025
26.156896;0.868025
26.157896;0.868025
26.158896;0.868025
26.159896;0.868025
26.160896;0.868026
26.161896;0.868026
26.162896;0.868026
26.163896;0.868026
26.164896;0.868027
26.165896;0.868027
26.166896;0.868027
26.167896;0.868027
26.168896;0.868027
26.169896;0.868028
26.170896;0.868028
26.171896;0.868028
26.172896;0.868029
26.173896;0.868029
26.174896;0.868029
26.175896;0.868030
26.176896;0.868030
26.177896;0.868030
26.178896;0.868030
26.179896;0.868030
26.180896;0.868031
26.181896;0.868031
26.182896;0.868032
26.183896;0.868031
26.184896;0.868031
26.185896;0.868031
26.186896;0.868032
26.187896;0.868032
26.188896;0.868033
26.189896;0.868033
26.190896;0.868033
26.191896;0.868033
26.192896;0.868033
26.193896;0.868034
26.194896;0.868034
26.195896;0.868034
26.196896;0.868035
26.197896;0.868035
26.198896;0.868035
26.199896;0.868035
26.200896;0.868036
26.201896;0.868037
26.202896;0.868037
26.203896;0.868037
26.204896;0.868037
26.205896;0.868038
26.206896;0.868038
26.207896;0.868038
26.208896;0.868039
26.209896;0.868039
26.210896;0.868039
26.211896;0.868040
26.212896;0.868039
26.213896;0.868040
26.214896;0.868040
26.215896;0.868040
26.216896;0.868041
26.217896;0.868041
26.218896;0.868041
26.219896;0.868041
26.220896;0.868042
26.221896;0.868042
26.222896;0.868042
26.223896;0.868043
26.224896;0.868043
26.225896;0.868043
26.226896;0.868044
26.227896;0.868044
26.228896;0.868044
26.229896;0.868045
26.230896;0.868046
26.231896;0.868046
26.232896;0.868046
26.233896;0.868046
26.234896;0.868047
26.235896;0.868047
26.236896;0.868047
26.237896;0.868048
26.238896;0.868048
26.239896;0.868048
26.240896;0.868049
26.241896;0.868048
26.242896;0.868049
26.243896;0.868049
26.244896;0.868049
26.245896;0.868050
26.246896;0.868051
26.247896;0.868051
26.248896;0.868051
26.249896;0.868051
26.250896;0.868052
26.251896;0.868052
26.252896;0.868052
26.253896;0.868053
26.254896;0.868053
26.255896;0.868053
26.256896;0.868054
26.257896;0.868055
26.258896;0.868055
26.259896;0.868056
26.260896;0.868056
26.261896;0.868056
26.262896;0.868057
26.263896;0.868057
26.264896;0.868057
26.265896;0.868058
26.266896;0.868058
26.267896;0.868059
26.268896;0.868058
26.269896;0.868059
26.270896;0.868059
26.271896;0.868059
26.272896;0.868060
26.273896;0.868061
26.274896;0.868061
26.275896;0.868061
26.276896;0.868062
26.277896;0.868062
26.278896;0.868062
26.279896;0.868063
26.280896;0.868063
26.281896;0.868064
26.282896;0.868064
26.283896;0.868065
26.284896;0.868065
26.285896;0.868066
26.286896;0.868066
26.287896;0.868067
26.288896;0.868067
26.289896;0.868068
26.290896;0.868068
26.291896;0.868069
26.292896;0.868069
26.293896;0.868070
26.294896;0.868069
26.295896;0.868070
26.296896;0.868070
26.297896;0.868071
26.298896;0.868072
26.299896;0.868072
26.300896;0.868073
26.301896;0.868073
26.302896;0.868074
26.303896;0.868074
26.304896;0.868075
26.305896;0.868076
26.306896;0.868077
26.307896;0.868076
26.308896;0.868077
26.309896;0.868077
26.310896;0.868079
26.311896;0.868079
26.312896;0.868080
26.313896;0.868081
26.314896;0.868081
26.315896;0.868082
26.316896;0.868082
26.317896;0.868083
26.318896;0.868084
26.319896;0.868084
26.320896;0.868085
26.321896;0.868086
26.322896;0.868085
26.323896;0.868086
26.324896;0.868087
26.325896;0.868087
26.326896;0.868088
26.327896;0.868089
26.328896;0.868089
26.329896;0.868090
26.330896;0.868091
26.331896;0.868091
26.332896;0.868092
26.333896;0.868093
26.334896;0.868093
26.335896;0.868094
26.336896;0.868095
26.337896;0.868095
26.338896;0.868097
26.339896;0.868098
26.340896;0.868098
26.341896;0.868099
26.342896;0.868100
26.343896;0.868101
26.344896;0.868101
26.345896;0.868102
26.346896;0.868103
26.347896;0.868104
26.348896;0.868104
26.349896;0.868106
26.350896;0.868105
26.351896;0.868106
26.352896;0.868107
26.353896;0.868107
26.354896;0.868109
26.355896;0.868110
26.356896;0.868110
26.357896;0.868105
26.358896;0.868106
26.359896;0.868106
26.360896;0.868108
26.361896;0.868109
26.362896;0.868109
26.363896;0.868111
26.364896;0.868111
26.365896;0.868112
26.366896;0.868113
26.367896;0.868114
26.368896;0.868114
26.369896;0.868115
26.370896;0.868116
26.371896;0.868117
26.372896;0.868117
26.373896;0.868118
26.374896;0.868119
26.375896;0.868120
26.376896;0.868120
26.377896;0.868121
26.378896;0.868121
26.379896;0.868122
26.380896;0.868123
26.381896;0.868124
26.382896;0.868125
26.383896;0.868126
26.384896;0.868126
26.385896;0.868127
26.386896;0.868128
26.387896;0.868129
26.388896;0.868130
26.389896;0.868131
26.390896;0.868132
26.391896;0.868133
26.392896;0.868134
26.393896;0.868135
26.394896;0.868136
26.395896;0.868138
26.396896;0.868138
26.397896;0.868139
26.398896;0.868140
26.399896;0.868141
26.400896;0.868142
26.401896;0.868143
26.402896;0.867560
26.403896;0.867608
26.404896;0.867699
26.405896;0.867738
26.406896;0.867762
26.407896;0.867764
26.408896;0.867764
26.409896;0.867767
26.410896;0.867753
26.411896;0.867739
26.412896;0.867721
26.413896;0.867705
26.414896;0.867691
26.415896;0.867676
26.416896;0.867665
26.417896;0.867656
26.418896;0.867648
26.419896;0.867644
26.420896;0.867640
26.421896;0.867636
26.422896;0.867636
26.423896;0.867633
26.424896;0.867631
26.425896;0.867630
26.426896;0.867629
26.427896;0.867627
26.428896;0.867627
26.429896;0.867627
26.430896;0.867626
26.431896;0.867625
26.432896;0.867623
26.433896;0.867625
26.434896;0.867623
26.435896;0.867622
26.436896;0.867622
26.437896;0.867621
26.438896;0.867621
26.439896;0.867621
26.440896;0.867620
26.441896;0.867619
26.442896;0.867619
26.443896;0.867618
26.444896;0.867617
26.445896;0.867616
26.446896;0.867614
26.447896;0.867612
26.448896;0.867611
26.449896;0.867611
26.450896;0.867608
26.451896;0.867605
26.452896;0.867603
26.453896;0.867600
26.454896;0.867597
26.455896;0.867594
26.456896;0.867592
26.457896;0.867589
26.458896;0.867586
26.459896;0.867583
26.460896;0.867580
26.461896;0.867576
26.462896;0.867574
26.463896;0.867571
26.464896;0.867568
26.465896;0.867565
26.466896;0.867562
26.467896;0.867558
26.468896;0.867554
26.469896;0.867551
26.470896;0.867547
26.471896;0.867544
26.472896;0.867540
26.473896;0.867536
26.474896;0.867533
26.475896;0.867529
26.476896;0.867525
26.477896;0.867521
26.478896;0.867517
26.479896;0.867512
26.480896;0.867508
26.481896;0.867504
26.482896;0.867500
26.483896;0.867496
26.484896;0.867492
26.485896;0.867488
26.486896;0.867484
26.487896;0.867480
26.488896;0.867477
26.489896;0.867473
26.490896;0.867469
26.491896;0.867465
26.492896;0.867461
26.493896;0.867457
26.494896;0.867454
26.495896;0.867451
26.496896;0.867446
26.497896;0.867443
26.498896;0.867439
26.499896;0.867435
26.500896;0.867431
26.501896;0.867427
26.502896;0.867424
26.503896;0.867420
26.504896;0.867416
26.505896;0.867413
26.506896;0.867408
26.507896;0.867404
26.508896;0.867400
26.509896;0.867396
26.510896;0.867392
26.511896;0.867388
26.512896;0.867384
26.513896;0.867380
26.514896;0.867376
26.515896;0.867373
26.516896;0.867368
26.517896;0.867364
26.518896;0.867361
26.519896;0.867357
26.520896;0.867354
26.521896;0.867350
26.522896;0.867346
26.523896;0.867342
26.524896;0.867338
26.525896;0.867334
26.526896;0.867331
26.527896;0.867327
26.528896;0.867323
26.529896;0.867319
26.530896;0.867315
26.531896;0.867311
26.532896;0.867307
26.533896;0.867304
26.534896;0.867299
26.535896;0.867294
26.536896;0.867290
26.537896;0.867286
26.538896;0.867282
26.539896;0.867278
26.540896;0.867274
26.541896;0.867270
26.542896;0.867266
26.543896;0.867262
26.544896;0.867257
26.545896;0.867253
26.546896;0.867250
26.547896;0.867246
26.548896;0.867242
26.549896;0.867239
26.550896;0.867235
26.551896;0.867231
26.552896;0.867227
26.553896;0.867223
26.554896;0.867219
26.555896;0.867215
26.556896;0.867211
26.557896;0.867208
26.558896;0.867204
26.559896;0.867200
26.560896;0.867196
26.561896;0.867193
26.562896;0.867188
26.563896;0.867183
26.564896;0.867179
26.565896;0.867175
26.566896;0.867171
26.567896;0.867168
26.568896;0.867164
26.569896;0.867160
26.570896;0.867156
26.571896;0.867152
26.572896;0.867148
26.573896;0.867144
26.574896;0.867141
26.575896;0.867138
26.576896;0.867134
26.577896;0.867131
26.578896;0.867127
26.579896;0.867123
26.580896;0.867120
26.581896;0.867116
26.582896;0.867113
26.583896;0.867109
26.584896;0.867106
26.585896;0.867102
26.586896;0.867099
26.587896;0.867095
26.588896;0.867092
26.589896;0.867089
26.590896;0.867085
26.591896;0.867080
26.592896;0.867077
26.593896;0.867073
26.594896;0.867070
26.595896;0.867066
26.596896;0.867063
26.597896;0.867060
26.598896;0.867056
26.599896;0.867053
26.600896;0.867049
26.601896;0.867046
26.602896;0.867043
26.603896;0.867040
26.604896;0.867037
26.605896;0.867034
26.606896;0.867031
26.607896;0.867028
26.608896;0.867025
26.609896;0.867022
26.610896;0.867019
26.611896;0.867016
26.612896;0.867013
26.613896;0.867010
26.614896;0.867007
26.615896;0.867004
26.616896;0.867001
26.617896;0.866998
26.618896;0.866996
26.619896;0.866993
26.620896;0.866989
26.621896;0.866986
26.622896;0.866983
26.623896;0.866981
26.624896;0.866978
26.625896;0.866975
26.626896;0.866973
26.627896;0.866969
26.628896;0.866968
26.629896;0.866965
26.630896;0.866962
26.631896;0.866960
26.632896;0.866957
26.633896;0.866955
26.634896;0.866953
26.635896;0.866951
26.636896;0.866948
26.637896;0.866946
26.638896;0.866944
26.639896;0.866941
26.640896;0.866939
26.641896;0.866937
26.642896;0.866935
26.643896;0.866933
26.644896;0.866932
26.645896;0.866929
26.646896;0.866926
26.647896;0.866924
26.648896;0.866922
26.649896;0.866920
26.650896;0.866918
26.651896;0.866916
26.652896;0.866914
26.653896;0.866913
26.654896;0.866911
26.655896;0.866909
26.656896;0.866907
26.657896;0.866905
26.658896;0.866903
26.659896;0.866902
26.660896;0.866901
26.661896;0.866899
26.662896;0.866898
26.663896;0.866896
26.664896;0.866894
26.665896;0.866893
26.666896;0.866892
26.667896;0.866890
26.668896;0.866889
26.669896;0.866888
26.670896;0.866886
26.671896;0.866886
26.672896;0.866884
26.673896;0.866882
26.674896;0.866881
26.675896;0.866880
26.676896;0.866879
26.677896;0.866878
26.678896;0.866877
26.679896;0.866876
26.680896;0.866875
26.681896;0.866874
26.682896;0.866872
26.683896;0.866871
26.684896;0.866870
26.685896;0.866870
26.686896;0.866869
26.687896;0.866868
26.688896;0.866868
26.689896;0.866867
26.690896;0.866866
26.691896;0.866865
26.692896;0.866865
26.693896;0.866864
26.694896;0.866864
26.695896;0.866863
26.696896;0.866862
26.697896;0.866862
26.698896;0.866862
26.699896;0.866862
26.700896;0.866861
26.701896;0.866860
26.702896;0.866860
26.703896;0.866860
26.704896;0.866859
26.705896;0.866859
26.706896;0.866859
26.707896;0.866859
26.708896;0.866858
26.709896;0.866858
26.710896;0.866858
26.711896;0.866857
26.712896;0.866857
26.713896;0.866857
26.714896;0.866858
26.715896;0.866858
26.716896;0.866858
26.717896;0.866858
26.718896;0.866858
26.719896;0.866858
26.720896;0.866858
26.721896;0.866859
26.722896;0.866859
26.723896;0.866859
26.724896;0.866859
26.725896;0.866860
26.726896;0.866860
26.727896;0.866861
26.728896;0.866862
26.729896;0.866862
26.730896;0.866863
26.731896;0.866863
26.732896;0.866863
26.733896;0.866864
26.734896;0.866865
26.735896;0.866865
26.736896;0.866866
26.737896;0.866867
26.738896;0.866867
26.739896;0.866867
26.740896;0.866868
26.741896;0.866869
26.742896;0.866870
26.743896;0.866871
26.744896;0.866871
26.745896;0.866872
26.746896;0.866873
26.747896;0.866874
26.748896;0.866875
26.749896;0.866876
26.750896;0.866877
26.751896;0.866878
26.752896;0.866879
26.753896;0.866880
26.754896;0.866881
26.755896;0.866883
26.756896;0.866884
26.757896;0.866885
26.758896;0.866886
26.759896;0.866887
26.760896;0.866888
26.761896;0.866889
26.762896;0.866891
26.763896;0.866892
26.764896;0.866893
26.765896;0.866894
